Age_Adjusted_Incd_Rate,Unemployment_rate_,Percent of adults completing some college or associate degree,Percent of adults who are high school graduates (or equivalent),Percent of adults who are not high school graduates,Percent of adults with a bachelor's degree or higher
482.2,8.2,29.5,29.1,31.9,9.6
482.2,11.44,20.7,36.4,33.1,9.8
482.2,4.14,16.9,44.4,28.8,9.9
482.1,8.0,17.1,35.9,35.0,12.0
482.1,5.71,22.6,40.8,24.1,12.4
482.1,7.33,19.2,33.3,29.9,17.6
482.0,4.84,22.6,26.5,40.6,10.2
482.0,5.17,24.6,30.8,17.0,27.6
482.0,7.33,18.8,39.3,32.8,9.1
481.9,7.85,25.2,33.8,25.0,16.0
481.8,6.68,32.4,32.1,19.0,16.5
481.8,5.39,20.6,30.0,30.9,18.4
481.7,5.81,19.9,48.2,18.8,13.1
481.7,5.4799999999999995,28.4,32.0,24.1,15.4
481.7,5.859999999999999,23.8,40.1,26.8,9.3
481.7,5.529999999999999,22.2,37.8,28.8,11.1
481.6,6.609999999999999,31.0,39.1,16.6,13.4
481.6,4.9799999999999995,22.1,40.4,22.4,15.1
481.6,4.1899999999999995,32.3,35.3,17.7,14.7
481.5,6.24,23.5,34.2,28.2,14.1
481.5,5.15,27.2,43.7,15.2,13.8
481.5,7.340000000000001,29.4,32.3,17.1,21.3
481.5,2.85,30.6,31.6,14.2,23.6
481.5,5.720000000000001,22.4,28.4,30.1,19.2
481.4,8.309999999999999,17.9,26.3,45.7,10.1
481.4,8.059999999999999,23.4,26.5,37.8,12.4
481.4,5.59,30.2,36.4,19.9,13.5
481.4,6.63,29.7,29.6,22.0,18.7
481.2,4.630000000000001,36.6,33.0,17.4,13.0
481.2,5.16,26.3,34.6,25.5,13.6
481.2,4.84,29.9,29.2,16.8,24.1
481.2,9.61,20.7,33.9,32.3,13.0
481.2,4.35,24.8,47.2,14.9,13.0
481.1,5.59,25.4,42.4,16.4,15.8
481.1,7.38,22.2,47.6,19.4,10.8
481.1,6.99,21.8,44.8,23.7,9.7
481.1,6.7700000000000005,20.4,47.0,16.7,15.9
481.1,5.16,26.7,26.4,16.1,30.8
481.1,4.5200000000000005,28.0,25.3,12.4,34.3
481.0,6.75,17.0,51.0,20.9,11.1
481.0,5.05,28.3,34.8,23.9,13.0
480.9,4.16,30.5,31.8,18.4,19.4
480.9,6.4799999999999995,20.2,37.4,35.7,6.7
480.9,3.71,33.7,37.0,10.6,18.7
480.9,5.0600000000000005,14.3,46.3,26.8,12.5
480.9,7.109999999999999,16.2,39.2,35.5,9.1
480.8,4.35,24.3,35.6,23.5,16.6
480.8,5.88,25.6,32.4,29.8,12.1
480.7,5.5600000000000005,24.4,45.1,20.2,10.3
480.7,6.81,39.8,29.7,10.4,20.2
480.7,6.3100000000000005,23.8,38.5,23.1,14.6
480.7,3.84,27.8,35.0,14.7,22.6
480.6,7.709999999999999,29.3,38.7,21.0,11.0
480.5,2.95,31.5,38.2,13.9,16.4
480.4,5.65,21.4,31.8,30.7,16.1
480.3,5.65,25.9,35.4,18.0,20.8
480.2,4.8100000000000005,26.2,27.6,15.7,30.6
480.1,4.87,29.1,34.3,14.9,21.7
480.1,5.29,21.7,45.5,24.4,8.4
480.0,5.07,26.1,41.4,21.1,11.4
479.9,5.55,31.6,37.2,15.5,15.7
479.9,5.9,24.1,46.7,15.0,14.2
479.8,7.58,19.1,37.2,34.2,9.5
479.8,4.15,23.8,39.1,26.0,11.1
479.7,5.720000000000001,29.5,33.8,21.7,15.0
479.7,3.1399999999999997,28.3,29.9,22.0,19.8
479.6,9.23,23.9,30.7,31.5,13.9
479.6,7.23,17.6,30.8,41.3,10.2
479.6,5.34,24.3,31.3,19.7,24.7
479.6,8.17,16.8,37.1,36.8,9.3
479.5,7.209999999999999,31.9,32.0,25.5,10.6
479.5,7.790000000000001,29.5,36.2,18.4,15.9
479.4,5.2,20.0,38.3,26.0,15.8
479.4,4.83,25.3,30.4,30.9,13.3
479.4,6.58,17.0,41.7,34.0,7.3
479.3,4.279999999999999,25.7,42.5,13.3,18.5
479.3,8.09,16.9,38.1,38.8,6.2
479.3,5.7,25.6,42.5,18.7,13.2
479.1,5.279999999999999,38.8,25.9,10.8,24.4
479.1,5.75,24.9,36.9,28.0,10.3
479.1,5.36,22.8,42.9,26.2,8.1
479.1,6.49,19.0,48.0,19.6,13.4
479.0,5.16,30.4,34.3,15.8,19.5
479.0,6.35,30.7,37.8,20.2,11.3
479.0,6.0,27.2,37.5,22.5,12.8
478.9,5.63,27.3,34.6,18.9,19.2
478.8,6.92,36.8,26.3,16.0,20.8
478.8,3.92,22.5,24.0,9.4,44.1
478.7,6.659999999999999,24.6,45.8,15.3,14.3
478.6,7.37,14.4,39.6,36.4,9.6
478.6,7.27,17.9,53.0,19.9,9.1
478.6,5.33,20.0,49.9,16.2,13.9
478.5,6.43,24.9,45.1,19.4,10.6
478.4,4.82,30.2,32.5,14.0,23.2
478.4,6.659999999999999,20.3,35.9,33.7,10.1
478.4,4.34,23.9,38.8,26.8,10.5
478.3,5.49,26.4,27.0,18.0,28.7
478.2,5.62,19.9,44.8,22.2,13.0
478.2,3.18,22.4,40.8,20.2,16.6
478.1,8.58,34.3,35.7,16.9,13.2
478.1,6.26,37.5,28.4,15.0,19.1
478.0,5.15,24.1,28.6,17.6,29.6
477.9,6.65,30.2,30.4,16.5,22.8
477.8,5.77,29.4,38.3,18.5,13.9
477.8,5.87,29.7,30.0,11.0,29.3
477.8,4.01,26.8,36.8,20.7,15.7
477.7,9.86,26.9,40.4,23.9,8.8
477.7,7.890000000000001,20.6,35.9,34.5,9.0
477.6,5.32,25.0,35.7,20.4,19.0
477.6,9.33,15.9,32.7,43.6,7.7
477.5,6.87,20.7,33.6,33.7,12.0
477.5,5.18,29.5,33.2,19.1,18.3
477.4,6.45,22.1,49.4,18.3,10.1
477.4,8.0,18.3,37.0,35.1,9.5
477.3,4.14,24.4,30.2,23.3,22.1
477.3,3.61,28.1,43.2,15.0,13.6
477.2,4.68,24.1,30.5,12.2,33.2
477.1,6.0200000000000005,32.3,29.1,13.1,25.5
477.0,4.75,27.4,30.6,22.3,19.7
477.0,5.2700000000000005,32.8,24.8,19.8,22.5
476.9,5.029999999999999,19.8,39.4,34.1,6.8
476.8,5.220000000000001,27.6,32.2,26.1,14.0
476.8,5.34,26.4,30.0,18.4,25.1
476.7,5.67,22.3,43.4,25.1,9.2
476.6,5.2,28.3,33.9,13.9,23.9
476.6,5.15,18.2,37.1,26.0,18.7
476.6,5.6,30.7,31.3,25.9,12.1
476.6,6.5,29.6,32.6,25.0,12.8
476.6,6.659999999999999,23.0,32.9,29.9,14.1
476.6,4.87,28.2,33.2,20.5,18.1
476.5,7.859999999999999,19.5,37.2,33.3,10.1
476.5,5.36,24.3,33.8,25.4,16.5
476.5,4.54,24.4,42.0,22.5,11.1
476.5,4.83,19.0,49.5,20.1,11.3
476.5,5.89,20.0,29.0,29.1,21.9
476.4,3.78,29.8,32.6,14.3,23.3
476.4,6.33,22.9,33.8,30.3,13.0
476.2,6.33,18.4,45.7,26.9,9.0
476.2,5.76,30.8,30.3,24.0,14.9
476.2,8.5,36.7,31.0,18.2,14.1
476.2,8.43,29.1,30.6,23.0,17.2
476.1,9.66,21.4,28.7,33.5,16.4
476.1,6.18,29.9,32.7,22.3,15.1
476.1,4.38,30.6,30.2,16.0,23.2
476.0,4.54,31.7,32.3,21.2,14.8
476.0,5.4,26.6,21.4,13.4,38.6
476.0,5.2700000000000005,26.6,29.6,18.4,25.4
476.0,7.4,20.1,43.4,28.0,8.4
475.8,5.39,34.5,30.1,10.1,25.3
475.8,11.2,27.0,41.9,20.3,10.9
475.8,11.43,29.5,37.3,19.9,13.4
475.8,7.49,21.4,36.5,32.0,10.1
475.8,4.3100000000000005,29.4,37.8,20.9,11.9
475.7,7.4,22.5,34.0,33.0,10.4
475.7,5.01,25.9,37.4,20.1,16.6
475.7,3.89,24.1,31.2,24.4,20.4
475.6,4.619999999999999,32.2,32.4,15.7,19.8
475.5,5.790000000000001,26.1,43.0,15.4,15.5
475.4,5.720000000000001,22.4,33.2,28.5,15.8
475.4,5.57,25.8,27.8,17.3,29.2
475.4,8.48,33.1,37.2,17.2,12.6
475.4,3.54,31.0,37.8,10.0,21.2
475.3,5.2299999999999995,22.1,27.5,19.8,30.5
475.3,4.18,26.4,36.2,14.3,23.1
475.2,6.11,32.2,30.2,25.2,12.4
475.2,4.76,25.1,32.9,21.0,21.1
475.2,6.44,23.1,33.6,26.9,16.4
475.1,4.16,33.2,28.4,9.0,29.4
475.1,6.7,15.5,28.8,41.5,14.2
475.0,7.31,21.8,33.0,35.2,10.0
475.0,5.54,27.8,37.3,16.6,18.4
475.0,8.6,29.4,35.9,20.0,14.7
475.0,5.96,32.7,27.6,12.5,27.2
474.9,5.0200000000000005,25.4,31.4,11.9,31.2
474.9,3.88,33.3,35.2,18.9,12.7
474.9,7.029999999999999,18.0,38.6,34.6,8.8
474.8,2.44,30.6,34.9,12.3,22.1
474.8,3.3600000000000003,20.0,29.4,21.2,29.4
474.8,8.07,21.2,34.9,33.6,10.4
474.8,6.05,17.1,44.0,32.3,6.6
474.8,4.7700000000000005,28.9,34.9,13.7,22.5
474.8,4.279999999999999,23.1,37.3,23.0,16.6
474.7,5.4125,23.7,34.2,31.3,10.8
474.7,6.45,32.6,32.4,19.4,15.6
474.6,4.75,27.2,33.8,22.4,16.6
474.6,3.71,24.1,23.3,10.8,41.7
474.6,4.63,31.7,32.0,11.3,24.9
474.4,4.04,27.9,27.9,13.6,30.6
474.4,6.26,31.3,29.3,22.1,17.3
474.3,6.6125,25.0,38.9,23.1,12.9
474.3,6.220000000000001,28.6,41.4,14.3,15.6
474.2,5.63,16.1,39.0,26.9,18.0
474.2,4.89,27.5,40.1,20.8,11.6
474.1,4.35,33.7,35.9,13.3,17.1
474.1,6.709999999999999,23.3,33.1,30.8,12.8
474.1,6.42,27.9,36.4,22.1,13.6
474.1,3.21,29.1,34.0,13.9,23.0
474.1,5.9799999999999995,26.4,39.6,16.8,17.2
474.0,5.24,28.6,24.0,12.0,35.4
474.0,3.68,30.0,32.2,18.0,19.8
473.9,5.82,30.4,36.7,19.8,13.2
473.8,7.82,34.9,27.3,21.4,16.5
473.7,5.359999999999999,28.4,38.4,12.4,20.8
473.7,5.92,28.1,40.3,20.5,11.1
473.7,12.1,19.2,30.3,40.5,10.1
473.7,7.359999999999999,22.0,46.2,22.0,9.8
473.6,3.37,26.7,38.9,22.3,12.0
473.6,6.08,27.0,33.6,14.3,25.1
473.6,5.91,29.0,30.1,21.8,19.1
473.5,4.58,30.4,37.2,11.3,21.0
473.4,5.0,27.3,40.1,15.8,16.9
473.4,7.07,18.9,38.8,31.7,10.5
473.2,6.36,26.4,45.9,15.3,12.4
473.2,4.49,30.2,28.6,9.5,31.7
473.1,8.27,20.9,40.2,30.5,8.5
473.1,9.07,29.3,39.2,20.5,10.9
473.0,4.21,26.5,28.1,13.7,31.7
472.9,5.95,23.7,43.0,22.7,10.6
472.9,5.5,20.4,38.8,31.8,9.0
472.8,2.73,23.5,37.0,28.0,11.5
472.8,5.3,31.2,34.0,20.4,14.3
472.7,4.5,27.0,31.4,14.1,27.5
472.6,6.909999999999999,33.8,38.0,16.2,12.1
472.6,8.33,25.5,33.8,29.4,11.3
472.5,5.5,32.7,33.6,14.9,18.8
472.4,4.42,25.3,35.8,15.7,23.2
472.4,4.7,24.3,46.7,15.0,14.0
472.4,5.68,27.5,45.4,13.8,13.3
472.4,5.66,26.9,26.3,20.5,26.2
472.4,7.029999999999999,25.8,42.7,21.5,10.0
472.3,4.970000000000001,14.0,51.8,25.5,8.8
472.3,8.02,28.4,42.1,16.5,12.9
472.2,4.26,31.8,39.1,15.6,13.5
472.2,4.75,27.8,30.0,20.7,21.5
472.2,10.09,13.3,39.7,37.6,9.3
472.2,5.720000000000001,25.8,34.3,23.1,16.8
472.1,10.01,23.7,31.5,28.5,16.3
472.1,5.12,26.6,31.2,13.8,28.4
472.0,3.66,28.0,34.3,24.2,13.5
472.0,5.12,28.2,32.8,18.4,20.6
472.0,6.14,20.7,39.6,29.6,10.0
472.0,6.01,31.8,26.4,19.1,22.7
472.0,2.95,26.6,36.3,17.9,19.2
472.0,2.77,26.4,38.1,19.9,15.6
471.9,6.0600000000000005,22.2,46.4,19.7,11.7
471.9,4.91,26.0,34.5,21.6,17.9
471.9,5.71,21.6,43.1,27.0,8.3
471.8,7.62,18.6,41.2,29.9,10.3
471.8,6.13,26.8,32.5,28.3,12.3
471.8,6.25,25.7,40.0,19.9,14.4
471.8,5.74,33.0,30.0,19.8,17.2
471.6,6.9,20.3,38.2,31.7,9.9
471.6,6.0600000000000005,23.4,33.1,32.2,11.2
471.6,6.45,18.7,39.4,34.4,7.5
471.6,4.2299999999999995,33.3,24.4,11.3,31.0
471.5,6.43,18.5,51.1,20.0,10.4
471.5,5.87,22.3,33.9,34.9,8.9
471.5,6.0,28.4,33.8,25.5,12.3
471.4,5.09,24.9,33.5,22.6,19.0
471.4,5.61,31.4,36.2,14.1,18.3
471.4,3.4200000000000004,40.6,27.4,16.8,15.2
471.4,5.37,20.2,39.4,22.0,18.5
471.3,8.52,23.1,29.5,36.5,10.8
471.3,4.2700000000000005,31.6,26.5,14.9,26.9
471.3,4.88,26.2,43.9,14.0,15.9
471.1,5.4399999999999995,26.4,33.5,27.4,12.7
471.0,7.109999999999999,22.6,43.7,20.3,13.4
471.0,6.63,30.6,36.7,18.2,14.6
471.0,8.25,19.4,37.5,30.4,12.8
471.0,2.56,35.7,34.6,11.7,17.9
471.0,4.95,28.1,35.7,16.9,19.3
471.0,6.35,24.2,39.6,26.9,9.4
470.8,5.15,20.6,34.6,34.3,10.5
470.7,3.5,28.5,18.9,10.9,41.7
470.7,7.24,23.6,31.3,35.1,9.9
470.7,5.71,22.2,37.0,29.1,11.6
470.7,4.93,29.0,32.1,20.3,18.6
470.6,6.970000000000001,31.4,25.7,20.9,21.9
470.6,4.82,22.9,35.7,26.4,15.1
470.5,6.29,33.0,35.0,20.6,11.4
470.5,9.58,28.5,38.0,19.8,13.7
470.5,6.640000000000001,26.5,43.7,17.9,11.9
470.4,2.73,35.5,23.7,12.1,28.7
470.4,6.970000000000001,25.3,40.4,23.7,10.6
470.4,5.7700000000000005,17.7,35.8,35.1,11.4
470.4,4.7,28.2,31.1,18.2,22.5
470.3,7.340000000000001,25.2,29.8,24.5,20.5
470.2,5.35,18.7,46.8,26.3,8.2
470.2,5.84,24.3,34.2,28.4,13.1
470.1,2.5,29.9,27.5,10.5,32.0
470.0,5.21,28.3,29.3,28.9,13.5
470.0,6.4799999999999995,26.2,40.3,20.5,13.0
470.0,5.63,26.2,33.6,16.7,23.5
470.0,3.97,26.3,37.3,15.9,20.5
469.9,2.57,42.4,38.0,9.2,10.5
469.9,6.13,23.6,43.0,17.6,15.7
469.9,4.3,20.3,41.2,24.5,14.0
469.9,2.7,30.3,40.2,16.5,13.0
469.9,5.35,25.6,34.6,23.0,16.9
469.9,5.26,33.4,29.6,16.5,20.5
469.8,4.49,23.6,33.3,18.9,24.2
469.8,6.540000000000001,24.4,38.7,28.2,8.8
469.8,4.37,28.3,28.0,16.0,27.6
469.7,8.190000000000001,17.4,38.3,34.0,10.3
469.7,2.77,24.9,38.6,20.7,15.8
469.6,5.17,20.6,46.8,21.1,11.5
469.5,5.14,24.6,33.0,24.2,18.1
469.5,5.2,24.0,39.0,25.2,11.9
469.4,4.15,22.9,34.9,28.3,14.0
469.4,5.45,32.6,29.6,17.9,19.8
469.3,4.79,26.7,41.1,18.9,13.2
469.3,6.459999999999999,26.3,34.8,26.8,12.1
469.3,5.92,23.3,19.4,16.0,41.4
469.3,5.529999999999999,28.3,33.0,25.9,12.8
469.3,5.029999999999999,29.1,30.7,12.4,27.8
469.3,3.83,32.9,28.1,12.3,26.6
469.3,7.92,29.0,36.4,14.6,20.0
469.2,6.42,28.3,25.2,20.1,26.4
469.2,6.75,27.6,27.8,32.9,11.7
469.2,5.1,17.8,36.7,32.4,13.1
469.2,6.1,26.6,39.8,17.3,16.3
469.2,4.659999999999999,30.5,35.9,13.4,20.1
469.1,9.69,15.3,38.0,38.7,8.0
469.1,3.96,27.4,29.0,10.8,32.8
469.1,4.59,22.6,37.6,17.4,22.5
469.1,5.05,26.8,40.9,19.1,13.3
469.0,5.1899999999999995,31.3,37.7,13.3,17.7
469.0,2.92,33.3,41.9,12.6,12.2
469.0,5.92,26.0,41.7,21.0,11.3
469.0,5.42,24.2,41.2,21.9,12.6
469.0,4.26,16.0,38.0,33.7,12.4
468.9,4.95,30.7,28.3,14.7,26.3
468.7,4.5200000000000005,28.2,28.6,23.8,19.5
468.6,5.26,19.7,47.1,18.3,14.8
468.6,7.720000000000001,19.4,32.5,39.0,9.0
468.6,4.41,28.3,37.7,17.7,16.4
468.6,4.41,28.9,38.1,20.7,12.3
468.5,3.54,29.5,32.2,11.8,26.5
468.5,5.8,22.4,36.7,31.0,9.9
468.5,5.08,26.1,34.4,28.0,11.6
468.5,6.5200000000000005,16.0,40.0,34.6,9.4
468.4,6.24,16.9,34.5,39.7,8.9
468.4,6.18,22.0,39.7,24.5,13.7
468.4,7.9,18.3,36.7,36.2,8.8
468.3,7.82,16.4,31.2,42.5,10.0
468.3,6.859999999999999,22.6,34.7,34.6,8.2
468.3,6.3100000000000005,18.7,48.2,18.4,14.7
468.2,6.93,15.1,37.1,39.9,7.8
468.2,8.24,21.9,29.8,36.6,11.6
468.2,8.03,36.4,35.2,14.4,14.0
468.1,7.720000000000001,16.8,29.1,45.8,8.2
468.1,7.33,16.7,40.1,38.3,4.9
468.1,8.6,18.0,35.2,36.8,10.0
468.0,3.72,36.1,25.2,19.9,18.8
468.0,4.76,28.8,31.2,23.4,16.6
467.8,3.34,24.0,29.9,37.0,9.2
467.8,6.7,23.3,35.6,27.5,13.7
467.7,7.73,23.0,45.8,20.1,11.1
467.7,5.5600000000000005,11.9,39.2,37.9,11.0
467.6,6.0,19.4,44.2,23.9,12.5
467.6,2.63,32.6,38.8,12.5,16.1
467.6,4.75,29.2,29.3,17.8,23.8
467.6,3.89,30.5,29.3,8.6,31.6
467.5,4.720000000000001,25.3,37.1,21.1,16.5
467.5,5.46,22.7,44.3,18.6,14.4
467.5,3.35,25.6,39.1,20.3,15.1
467.4,5.42,30.3,39.7,13.9,16.2
467.4,6.7,17.6,36.7,36.5,9.2
467.3,4.68,30.9,33.4,13.8,22.0
467.3,4.89,23.0,47.9,19.9,9.3
467.3,9.51,16.4,38.2,37.7,7.7
467.3,7.720000000000001,17.8,39.0,35.2,7.9
467.3,6.3100000000000005,16.3,50.3,22.5,10.8
467.2,4.6,28.7,24.2,9.0,38.0
467.2,4.0600000000000005,20.7,30.5,16.4,32.4
467.1,5.04,28.3,20.8,11.2,39.8
467.1,8.370000000000001,22.9,34.5,32.2,10.4
467.1,7.23,37.3,32.9,18.5,11.3
467.1,4.86,28.2,37.7,23.2,10.9
467.1,7.26,12.6,35.5,44.8,7.1
467.0,5.74,21.3,35.4,31.0,12.4
467.0,4.21,29.9,29.6,23.2,17.3
466.9,4.46,29.8,35.5,17.6,17.1
466.8,5.13,26.3,29.9,32.6,11.1
466.8,3.76,36.7,29.7,18.7,14.9
466.8,6.38,30.3,31.8,15.8,22.2
466.8,5.9399999999999995,29.0,22.1,10.7,38.2
466.7,7.55,22.1,37.8,30.3,9.8
466.7,8.379999999999999,28.7,37.8,18.6,14.9
466.6,5.279999999999999,18.6,46.0,24.2,11.2
466.5,5.470000000000001,31.1,29.7,17.8,21.4
466.5,6.38,22.5,35.7,29.0,12.8
466.5,6.970000000000001,21.5,36.3,31.6,10.6
466.5,7.88,20.2,31.4,37.5,10.8
466.4,8.8,31.5,35.9,17.6,15.0
466.3,4.470000000000001,26.2,38.8,22.7,12.2
466.3,4.77,30.9,29.1,23.8,16.2
466.1,6.36,24.3,32.8,32.7,10.3
466.1,7.19,22.3,36.1,30.7,10.8
466.0,3.74,33.1,27.7,9.9,29.3
465.9,7.85,13.8,30.8,49.1,6.3
465.9,4.029999999999999,25.6,40.1,18.5,15.8
465.9,4.54,30.8,36.5,15.3,17.4
465.9,6.2,28.4,32.3,25.9,13.4
465.8,5.24,23.6,38.9,26.6,10.9
465.8,6.58,27.1,40.5,15.9,16.5
465.8,5.659999999999999,25.7,31.4,26.1,16.8
465.7,5.45,23.8,42.3,20.1,13.8
465.7,6.92,16.7,47.9,24.0,11.5
465.7,4.42,22.1,26.2,13.4,38.2
465.6,5.59,29.0,32.2,22.7,16.2
465.6,8.49,27.5,34.8,26.7,11.0
465.4,5.07,19.8,33.3,34.0,12.9
465.3,4.36,25.3,22.5,14.7,37.5
465.3,8.11,26.6,31.2,29.7,12.5
465.3,9.02,16.9,31.5,36.8,14.8
465.1,5.54,23.9,36.1,25.2,14.8
465.0,4.34,17.5,33.7,38.0,10.7
465.0,6.45,36.0,27.2,8.4,28.4
465.0,5.15,21.9,38.7,22.3,17.1
464.9,4.08,25.9,32.0,14.7,27.4
464.9,5.4,19.6,39.2,31.2,10.1
464.9,5.01,24.1,33.9,13.7,28.3
464.9,4.69,26.1,37.4,13.7,22.8
464.9,5.21,20.6,27.9,38.1,13.4
464.8,5.36,23.7,38.5,29.4,8.4
464.8,3.29,29.8,34.8,17.0,18.3
464.8,4.35,21.0,23.5,15.6,39.9
464.8,4.069999999999999,22.8,34.7,21.0,21.6
464.8,5.9799999999999995,24.2,31.7,22.8,21.3
464.8,2.94,26.3,38.7,18.8,16.1
464.8,8.89,29.0,38.9,19.5,12.6
464.8,5.42,29.2,35.0,23.2,12.7
464.7,4.779999999999999,23.6,26.7,22.1,27.6
464.7,4.18,25.7,40.5,20.4,13.5
464.7,4.82,28.4,28.3,18.1,25.3
464.6,5.01,28.8,38.5,15.3,17.4
464.4,5.7,29.2,19.9,13.8,37.1
464.4,7.040000000000001,15.1,40.2,34.6,10.1
464.3,6.970000000000001,32.5,16.6,16.8,34.2
464.3,8.41,31.5,31.3,11.0,26.2
464.3,5.84,18.0,38.5,33.3,10.2
464.1,4.71,25.3,34.3,29.0,11.4
464.1,4.7,24.1,46.9,14.3,14.7
464.1,5.859999999999999,29.7,29.4,17.6,23.4
464.1,8.01,22.5,33.2,26.1,18.2
464.0,6.55,23.8,30.8,26.3,19.1
463.9,6.220000000000001,19.3,40.3,33.9,6.5
463.9,4.3100000000000005,31.8,38.6,14.2,15.4
463.9,3.26,27.5,32.2,21.1,19.1
463.8,4.970000000000001,20.6,43.9,22.4,13.0
463.7,5.68,18.1,31.5,42.0,8.4
463.7,5.9399999999999995,22.4,42.6,24.6,10.3
463.6,5.04,30.8,19.0,20.8,29.4
463.6,5.68,21.3,41.4,26.2,11.1
463.6,2.93,29.5,41.8,15.6,13.1
463.5,5.8100000000000005,21.1,29.0,37.0,12.8
463.5,5.51,21.7,35.0,33.2,10.2
463.4,6.26,23.0,33.0,30.7,13.3
463.4,5.970000000000001,27.6,34.8,11.4,26.2
463.3,4.95,25.4,33.2,24.4,17.0
463.2,5.3100000000000005,23.2,39.7,22.5,14.6
463.2,4.51,25.7,40.7,23.1,10.5
463.1,5.26,25.2,32.9,21.1,20.8
463.1,8.64,31.4,26.4,30.0,12.1
463.0,6.7700000000000005,22.2,47.5,20.4,9.9
463.0,3.88,34.7,35.5,13.7,16.1
463.0,4.7700000000000005,27.7,17.8,10.7,43.9
463.0,6.720000000000001,25.1,37.7,20.8,16.4
463.0,4.43,31.5,37.0,14.3,17.1
462.9,9.08,19.1,32.0,37.9,11.0
462.9,5.57,22.7,39.0,27.8,10.5
462.9,8.7,22.3,36.8,31.2,9.6
462.8,7.859999999999999,13.7,39.7,38.2,8.5
462.8,4.5600000000000005,25.2,32.2,11.4,31.2
462.7,3.93,21.6,22.3,8.6,47.5
462.7,2.53,33.1,30.8,10.6,25.5
462.7,3.21,27.2,37.3,19.2,16.2
462.7,3.4299999999999997,33.3,33.2,13.7,19.9
462.7,5.37,29.9,30.8,22.2,17.1
462.7,4.5,29.2,27.0,17.0,26.8
462.7,7.25,19.1,35.8,29.7,15.3
462.6,4.67,26.6,39.9,15.6,17.9
462.5,6.17,23.4,40.2,26.0,10.4
462.4,2.8600000000000003,27.7,21.3,6.5,44.5
462.4,7.3,25.0,29.9,26.9,18.2
462.4,4.909999999999999,32.0,37.3,15.3,15.4
462.3,4.970000000000001,22.9,29.4,34.5,13.2
462.3,5.58,21.7,36.6,27.9,13.8
462.2,6.93,31.6,35.6,16.8,16.0
462.2,6.7299999999999995,23.5,30.9,34.4,11.1
462.2,5.75,28.8,34.1,21.7,15.4
462.2,8.89,18.3,36.7,33.3,11.8
462.1,3.21,30.4,39.1,14.3,16.2
462.1,4.7299999999999995,28.1,37.8,16.5,17.6
462.0,6.6,26.3,41.0,16.0,16.6
461.9,3.8,20.9,40.1,31.8,7.2
461.9,6.93,22.5,49.9,16.5,11.1
461.9,9.62,11.3,33.1,50.0,5.6
461.9,7.19,29.2,29.9,23.7,17.2
461.7,8.34,29.9,30.8,23.4,15.9
461.5,6.720000000000001,19.8,36.0,34.7,9.5
461.5,4.09,20.3,15.9,12.4,51.5
461.4,7.340000000000001,17.9,36.8,33.4,11.9
461.4,8.34,27.8,39.5,18.6,14.2
461.4,4.8,17.5,35.7,35.9,10.9
461.4,5.15,29.6,27.9,23.4,19.1
461.3,5.970000000000001,19.2,49.5,21.5,9.9
461.3,4.0,28.2,40.2,16.5,15.0
461.3,4.14,34.5,31.5,14.8,19.1
461.3,8.940000000000001,15.1,33.1,41.9,10.0
461.3,10.7,24.1,37.7,27.5,10.6
461.2,5.49,24.2,43.6,17.3,14.8
461.2,6.3100000000000005,25.6,41.0,19.4,14.0
461.1,6.75,23.1,33.7,34.3,9.0
461.1,3.66,27.8,29.4,19.9,22.9
461.1,7.19,20.7,36.9,28.9,13.5
460.9,5.88,25.0,39.9,14.1,21.0
460.8,8.620000000000001,25.0,30.2,24.8,20.0
460.8,6.33,21.4,45.4,23.1,10.1
460.8,4.4,30.3,28.4,18.8,22.5
460.8,7.959999999999999,22.1,32.1,35.8,10.0
460.8,10.9,22.0,38.1,25.2,14.7
460.7,5.4,26.4,30.2,16.5,26.9
460.7,4.8,26.8,36.5,23.8,12.9
460.7,3.76,27.0,30.1,12.9,30.0
460.6,7.109999999999999,27.6,30.2,30.7,11.6
460.6,4.8,25.8,37.2,13.5,23.4
460.5,4.3100000000000005,30.4,21.2,9.4,39.1
460.4,8.93,15.3,32.6,43.8,8.4
460.4,4.82,20.4,43.0,18.7,17.9
460.4,4.2299999999999995,32.4,31.9,10.3,25.4
460.4,5.33,37.4,30.4,10.5,21.7
460.3,4.529999999999999,34.2,32.6,12.8,20.4
460.2,5.32,36.5,34.2,13.4,15.9
460.2,8.1,39.0,27.6,16.7,16.6
460.2,5.279999999999999,26.3,38.3,20.0,15.4
460.1,3.97,25.6,44.9,14.6,14.9
460.0,2.8600000000000003,27.9,39.8,16.3,16.0
459.9,4.029999999999999,29.4,27.5,13.0,30.1
459.9,4.720000000000001,29.6,27.2,19.3,23.9
459.9,7.69,23.5,30.9,26.9,18.7
459.8,7.390000000000001,29.2,32.8,18.6,19.4
459.8,4.74,26.9,33.8,21.3,18.0
459.7,7.35,28.2,36.5,16.2,19.1
459.7,6.659999999999999,31.9,23.0,14.4,30.7
459.6,6.5,20.6,40.7,28.9,9.8
459.6,4.76,24.7,33.3,29.3,12.8
459.6,5.09,28.9,35.7,17.9,17.6
459.6,6.17,38.8,30.9,17.8,12.5
459.5,10.26,26.4,40.2,22.1,11.3
459.5,4.84,35.5,18.7,5.6,40.2
459.5,5.45,19.5,42.9,24.9,12.7
459.4,6.16,19.9,48.2,19.7,12.2
